Transaction_ID,Date,Amount,Category,Employee_ID,Emp_Name,Emp_Address,Vendor_ID,Vendor_Name,Vendor_Address,Risk_Score,Risk_Notes,DayOfWeek,Prev_Date,Prev_Amount,Leading_Digit
50608,2023-03-22,2666.67,Travel,1011,Dylan Lynch,"99709 Ali Court, Port Christopher, AL 59703",2077,"Castaneda, Velasquez and Guerrero","USS Nichols, FPO AE 03449",0,,2,2023-03-03,2731.62,2
50029,2023-04-15,3307.22,Services,1011,Dylan Lynch,"99709 Ali Court, Port Christopher, AL 59703",2080,Hahn and Sons,"27155 Charles Valley, Kellyside, CT 31934",20,Weekend_High_Spend; ,5,,,3
50523,2023-10-19,3434.11,Meals,1011,Dylan Lynch,"99709 Ali Court, Port Christopher, AL 59703",2095,"Holmes, Harrison and Brooks","18293 Autumn Extension, Garzaton, AZ 05000",0,,3,,,3
50305,2023-01-13,2402.79,Services,1011,Dylan Lynch,"99709 Ali Court, Port Christopher, AL 59703",2098,Ferrell PLC,"52650 Moore Mountain, East Michael, NJ 27268",0,,4,,,2
50713,2023-06-20,1606.14,Travel,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2009,Hunt-Wallace,"27454 Jeffery Locks, Jensenport, ND 82355",0,,1,,,1
50030,2023-02-05,3565.08,Meals,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2013,Brown Inc,"2287 Laurie Avenue Suite 359, North Mariafurt, AL 87186",20,Weekend_High_Spend; ,6,,,3
50963,2023-07-20,3989.23,Supplies,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2024,Anderson-Hudson,"29590 Boyle Points Apt. 885, North Nancy, MA 36595",0,,3,,,3
50550,2023-03-23,2734.17,Travel,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2025,"Carey, Torres and Martinez","181 Mackenzie Parkways, Port Martinton, MS 53531",0,,3,,,2
50263,2023-09-21,3902.57,Software,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2026,"Bernard, Peterson and Kelly","825 Gomez Causeway Suite 951, Brooksfurt, WI 77429",0,,3,,,3
50400,2023-12-26,1608.59,Services,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2029,Young-Johnson,"641 Johnathan Meadows Suite 624, Amandastad, ID 28435",0,,1,,,1
50909,2023-09-05,3488.75,Services,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2034,Riley Group,"1494 Porter Views, Danielhaven, DC 99204",0,,1,,,3
50001,2023-07-22,3087.87,Services,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2036,Mclaughlin Inc,"768 Ross Falls, Lake Michael, OK 46923",20,Weekend_High_Spend; ,5,,,3
50502,2023-03-25,2549.19,Travel,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2041,Lane LLC,"07991 Amber Expressway Apt. 800, Collinsstad, DC 89717",20,Weekend_High_Spend; ,5,,,2
50861,2023-07-18,1474.96,Travel,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2042,"King, Hughes and Willis","8989 Campbell Flats, Timothyshire, DC 87804",0,,1,,,1
50362,2023-09-20,2867.9,Supplies,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2043,Bowen Group,"167 Rebecca Road, Stevenberg, HI 76987",0,,2,,,2
50203,2023-12-20,3599.54,Services,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2047,Wilson-Martin,"37623 Nicole Ridge Suite 925, South Christian, MO 66629",0,,2,,,3
50284,2023-11-11,2614.37,Software,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2049,Nguyen-Long,"9596 Pamela Courts Apt. 382, Thomashaven, PR 25929",20,Weekend_High_Spend; ,5,,,2
50321,2023-12-21,3686.36,Services,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2053,Meyer-Rodgers,"3889 Andrews Union Suite 550, Donaldsontown, GU 50691",0,,3,,,3
50079,2023-12-07,4452.58,Supplies,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2062,"Burns, Hoffman and Thompson","9174 Martin Alley, Jonathanfurt, NM 53052",0,,3,,,4
50958,2023-11-09,3196.76,Supplies,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2064,"Little, Myers and Sullivan","906 Matthew Ramp Suite 752, New Carolhaven, GU 76208",0,,3,,,3
50474,2023-09-15,1903.86,Software,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2079,"Gonzalez, Howard and Ramirez","49356 Miller Union, New Larry, AL 63821",0,,4,,,1
50609,2023-10-17,2775.68,Meals,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2079,"Gonzalez, Howard and Ramirez","49356 Miller Union, New Larry, AL 63821",0,,1,2023-09-15,1903.86,2
50971,2023-04-03,3443.13,Software,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2082,"Hutchinson, Bruce and Martin","1694 Edward Squares, New Valerieland, MI 96897",0,,0,,,3
50261,2023-08-30,550.43,Services,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2083,Buchanan-Knight,"5912 Patrick Valleys Suite 204, Coreymouth, PW 13157",0,,2,,,5
50604,2023-02-14,1028.12,Software,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2087,Jimenez PLC,"1545 Jacobs View Apt. 288, New Jimmyhaven, MD 72708",0,,1,,,1
50462,2023-12-17,507.29,Meals,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2088,"Alvarez, Osborne and Greene","1821 Anderson Haven Apt. 351, Jasonton, AR 97746",20,Weekend_High_Spend; ,6,,,5
50442,2023-08-25,2915.24,Supplies,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2093,Fisher Inc,"006 Austin Road, East Stevenhaven, MA 52384",0,,4,,,2
50639,2023-07-19,3456.81,Supplies,1012,Barbara Guzman,"22489 Darryl Run Suite 548, Lake Mark, NV 22124",2098,Ferrell PLC,"52650 Moore Mountain, East Michael, NJ 27268",0,,2,,,3
50525,2023-07-03,2804.37,Travel,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2011,Hernandez-Gomez,"189 Edwards Road Apt. 221, West Vickie, IL 82481",0,,0,,,2
50658,2023-08-30,3747.95,Travel,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2019,Hughes-Campbell,"74355 Khan View Apt. 395, Maryville, CT 57298",0,,2,,,3
50216,2023-09-27,2971.66,Supplies,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2033,Garza-Sims,"579 Adam Landing, West Christineville, MN 75056",0,,2,,,2
50121,2023-07-26,4177.67,Travel,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2037,Sullivan-Carter,"4726 Chad Light, Port Nancymouth, HI 20132",0,,2,,,4
50167,2023-03-11,800.21,Software,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2049,Nguyen-Long,"9596 Pamela Courts Apt. 382, Thomashaven, PR 25929",20,Weekend_High_Spend; ,5,,,8
50454,2023-03-31,970.57,Travel,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2052,"Levy, Owens and Greer","08044 Keith Loaf, North Robin, TN 23040",10,Benford_9; ,4,,,9
50389,2023-08-06,1399.86,Travel,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2052,"Levy, Owens and Greer","08044 Keith Loaf, North Robin, TN 23040",20,Weekend_High_Spend; ,6,2023-03-31,970.57,1
50033,2023-10-21,4035.12,Supplies,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2060,Rogers-Glover,"928 Armstrong Center Apt. 864, Susanton, MO 30175",20,Weekend_High_Spend; ,5,,,4
50241,2023-05-27,3893.95,Travel,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2061,Johnson-Reyes,"914 Crystal Fords Suite 683, Dylanhaven, MS 03444",20,Weekend_High_Spend; ,5,,,3
50983,2023-09-22,4067.77,Software,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2068,"Mills, Beck and Powers","PSC 3696, Box 5586, APO AE 69021",0,,4,,,4
50835,2023-02-21,1724.87,Software,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2075,Bullock-Foster,"07700 Eric Islands Suite 812, Keithland, NH 72796",0,,1,,,1
50315,2023-09-10,998.25,Services,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2081,Wright Ltd,"2363 Michael Mews Suite 085, New Davidview, CT 52565",30,Weekend_High_Spend; Benford_9; ,6,,,9
50816,2023-05-29,2537.73,Meals,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2082,"Hutchinson, Bruce and Martin","1694 Edward Squares, New Valerieland, MI 96897",0,,0,,,2
50286,2023-01-24,2363.75,Services,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2085,Burns-Allen,"275 Frances Shoal Apt. 795, Lake Caitlin, FM 60724",0,,1,,,2
50056,2023-08-18,1046.81,Software,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2085,Burns-Allen,"275 Frances Shoal Apt. 795, Lake Caitlin, FM 60724",0,,4,2023-01-24,2363.75,1
50947,2023-05-29,1185.35,Services,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2087,Jimenez PLC,"1545 Jacobs View Apt. 288, New Jimmyhaven, MD 72708",0,,0,,,1
50582,2023-09-28,2207.15,Meals,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2091,"Krause, Flynn and Foster","USNS Williamson, FPO AE 45018",0,,3,,,2
50862,2023-04-18,3680.5,Software,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2094,Rivera PLC,"2364 Montoya Spurs, Josephshire, MS 22913",0,,1,,,3
50134,2023-08-23,4005.15,Travel,1013,William Brown,"658 Moore Manors, Williamsborough, WA 25563",2094,Rivera PLC,"2364 Montoya Spurs, Josephshire, MS 22913",0,,2,2023-04-18,3680.5,4
50026,2023-10-23,2790.64,Travel,1014,John Gilbert,"514 Hart Courts Apt. 419, Cherryside, MP 61790",2001,Mata Ltd,"85969 Amanda Drives Apt. 749, North Rachel, IL 61624",0,,0,,,2
50712,2023-09-05,2607.75,Meals,1014,John Gilbert,"514 Hart Courts Apt. 419, Cherryside, MP 61790",2002,Brown LLC,"PSC 8735, Box 0598, APO AP 53357",0,,1,,,2
50529,2023-11-22,377.32,Services,1014,John Gilbert,"514 Hart Courts Apt. 419, Cherryside, MP 61790",2010,Ochoa Ltd,"01264 Oneill Key, Turnerville, MI 76713",0,,2,,,3
50175,2023-08-15,502.78,Travel,1014,John Gilbert,"514 Hart Courts Apt. 419, Cherryside, MP 61790",2011,Hernandez-Gomez,"189 Edwards Road Apt. 221, West Vickie, IL 82481",0,,1,,,5
50426,2023-10-23,3610.23,Software,1014,John Gilbert,"514 Hart Courts Apt. 419, Cherryside, MP 61790",2034,Riley Group,"1494 Porter Views, Danielhaven, DC 99204",0,,0,,,3
50497,2023-04-01,3802.77,Software,1014,John Gilbert,"514 Hart Courts Apt. 419, Cherryside, MP 61790",2043,Bowen Group,"167 Rebecca Road, Stevenberg, HI 76987",20,Weekend_High_Spend; ,5,,,3
50765,2023-03-23,3832.77,Meals,1014,John Gilbert,"514 Hart Courts Apt. 419, Cherryside, MP 61790",2057,Taylor LLC,"36878 Cardenas Street Apt. 375, Haleburgh, OR 04364",0,,3,,,3
50016,2023-09-05,1729.36,Services,1014,John Gilbert,"514 Hart Courts Apt. 419, Cherryside, MP 61790",2065,"Simmons, Smith and Russell","8850 Reynolds Islands, North Brian, MS 79044",0,,1,,,1
50269,2023-02-11,3789.58,Travel,1014,John Gilbert,"514 Hart Courts Apt. 419, Cherryside, MP 61790",2071,Hancock Group,"Unit 4711 Box 4944, DPO AP 20470",20,Weekend_High_Spend; ,5,,,3
50515,2023-08-06,1636.58,Services,1014,John Gilbert,"514 Hart Courts Apt. 419, Cherryside, MP 61790",2072,Smith-Williams,"0200 Chris Hill Suite 452, Lake Michelleberg, PR 01384",20,Weekend_High_Spend; ,6,,,1
50491,2023-10-24,2171.02,Meals,1014,John Gilbert,"514 Hart Courts Apt. 419, Cherryside, MP 61790",2073,"Wilson, Solis and Russell","1349 Vargas Islands Suite 069, Larryfurt, IA 45177",0,,1,,,2
50607,2023-12-02,2644.75,Software,1014,John Gilbert,"514 Hart Courts Apt. 419, Cherryside, MP 61790",2080,Hahn and Sons,"27155 Charles Valley, Kellyside, CT 31934",20,Weekend_High_Spend; ,5,,,2
50083,2023-05-23,1195.74,Services,1014,John Gilbert,"514 Hart Courts Apt. 419, Cherryside, MP 61790",2085,Burns-Allen,"275 Frances Shoal Apt. 795, Lake Caitlin, FM 60724",0,,1,,,1
50091,2023-01-15,1248.06,Meals,1014,John Gilbert,"514 Hart Courts Apt. 419, Cherryside, MP 61790",2086,"Fernandez, Hoffman and Parker","829 Gonzales Meadows Apt. 650, Peterport, HI 58928",20,Weekend_High_Spend; ,6,,,1
50298,2023-01-05,3649.6,Supplies,1014,John Gilbert,"514 Hart Courts Apt. 419, Cherryside, MP 61790",2090,Davis Ltd,"53512 Sanchez Lodge, Thorntonmouth, KY 57110",0,,3,,,3
50996,2023-03-07,1990.77,Travel,1014,John Gilbert,"514 Hart Courts Apt. 419, Cherryside, MP 61790",2092,Cox and Sons,"5719 Brown Causeway Suite 900, North Michellestad, NY 17487",0,,1,,,1
50737,2023-09-06,1714.76,Services,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2003,Lee LLC,"9410 Blair Terrace, New Elizabeth, LA 11296",0,,2,,,1
50787,2023-05-12,564.58,Services,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2009,Hunt-Wallace,"27454 Jeffery Locks, Jensenport, ND 82355",0,,4,,,5
50848,2023-05-14,3483.97,Travel,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2011,Hernandez-Gomez,"189 Edwards Road Apt. 221, West Vickie, IL 82481",20,Weekend_High_Spend; ,6,,,3
50309,2023-06-20,3427.36,Supplies,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2015,Perry and Sons,"945 Thomas Mountains Suite 203, Port James, PR 75150",0,,1,,,3
50530,2023-06-06,4044.12,Software,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2017,"Brock, Vargas and Price","46731 Michael Mount, Andrewbury, AK 42223",0,,1,,,4
50929,2023-09-23,72.25,Software,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2019,Hughes-Campbell,"74355 Khan View Apt. 395, Maryville, CT 57298",0,,5,,,7
50159,2023-03-17,2110.63,Travel,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2026,"Bernard, Peterson and Kelly","825 Gomez Causeway Suite 951, Brooksfurt, WI 77429",0,,4,,,2
50521,2023-02-12,1726.73,Software,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2027,"Hodges, Stevens and Ray","93174 Wells Trace, Lake Charles, MN 40537",20,Weekend_High_Spend; ,6,,,1
50819,2023-12-12,1481.76,Meals,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2034,Riley Group,"1494 Porter Views, Danielhaven, DC 99204",0,,1,,,1
50356,2023-07-05,1408.26,Travel,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2035,Wheeler-Hale,"8737 Page Stream, North Elizabeth, CA 82526",0,,2,,,1
50600,2023-08-15,2610.77,Services,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2043,Bowen Group,"167 Rebecca Road, Stevenberg, HI 76987",0,,1,,,2
50068,2023-01-05,3199.68,Travel,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2059,Barnes-Miller,"3258 Price Meadows, West Rebeccamouth, AL 94613",0,,3,,,3
50071,2023-03-01,3809.52,Services,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2063,"Patel, Adams and Hill","415 Matthew Glen Apt. 850, New Tammyton, MI 79051",0,,2,,,3
50897,2023-09-16,1680.86,Travel,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2064,"Little, Myers and Sullivan","906 Matthew Ramp Suite 752, New Carolhaven, GU 76208",20,Weekend_High_Spend; ,5,,,1
50633,2023-10-16,4331.83,Meals,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2075,Bullock-Foster,"07700 Eric Islands Suite 812, Keithland, NH 72796",0,,0,,,4
50020,2023-05-30,1853.92,Services,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2089,"Leach, Jacobs and Pena","84218 Danielle Underpass Apt. 222, New Sandra, OH 92273",0,,1,,,1
50405,2023-01-26,910.48,Software,1015,Courtney Parker,"412 Todd Corner, West Jasontown, KY 88347",2091,"Krause, Flynn and Foster","USNS Williamson, FPO AE 45018",10,Benford_9; ,3,,,9
50342,2023-09-23,825.13,Travel,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2002,Brown LLC,"PSC 8735, Box 0598, APO AP 53357",20,Weekend_High_Spend; ,5,,,8
50981,2023-05-11,986.11,Travel,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2003,Lee LLC,"9410 Blair Terrace, New Elizabeth, LA 11296",10,Benford_9; ,3,,,9
50882,2023-08-24,2504.49,Supplies,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2008,"Miller, Mack and Watts","63754 Daniel Vista, Gloriamouth, PA 22198",0,,3,,,2
50716,2023-01-29,1555.95,Services,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2011,Hernandez-Gomez,"189 Edwards Road Apt. 221, West Vickie, IL 82481",20,Weekend_High_Spend; ,6,,,1
50160,2023-02-12,1701.36,Software,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2012,Walker Ltd,"9516 Melanie Dale Suite 907, East Brett, ID 69269",20,Weekend_High_Spend; ,6,,,1
50297,2023-03-15,2851.37,Services,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2012,Walker Ltd,"9516 Melanie Dale Suite 907, East Brett, ID 69269",0,,2,2023-02-12,1701.36,2
50450,2023-02-07,3502.82,Services,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2014,"Logan, Bradley and Rodriguez","574 Hart Isle Suite 302, Marvinhaven, TN 51787",0,,1,,,3
50453,2023-04-29,3709.45,Services,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2017,"Brock, Vargas and Price","46731 Michael Mount, Andrewbury, AK 42223",20,Weekend_High_Spend; ,5,,,3
50898,2023-07-02,766.89,Meals,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2021,Cole-Tyler,"90000 Bell Haven Suite 394, Lake Ginastad, MT 12092",20,Weekend_High_Spend; ,6,,,7
50357,2023-06-18,1804.64,Services,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2023,Fernandez Group,"55318 John Inlet, New Stephanieview, PW 23645",20,Weekend_High_Spend; ,6,,,1
50381,2023-06-04,863.74,Travel,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2032,Gallagher-Solis,"79701 Howard Port, East Marcfort, PW 11913",20,Weekend_High_Spend; ,6,,,8
50764,2023-12-12,1616.3,Travel,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2035,Wheeler-Hale,"8737 Page Stream, North Elizabeth, CA 82526",0,,1,,,1
50673,2023-05-29,1279.85,Software,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2037,Sullivan-Carter,"4726 Chad Light, Port Nancymouth, HI 20132",0,,0,,,1
50307,2023-02-25,686.32,Meals,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2042,"King, Hughes and Willis","8989 Campbell Flats, Timothyshire, DC 87804",20,Weekend_High_Spend; ,5,,,6
50088,2023-01-22,3337.61,Travel,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2044,"Chaney, Flores and Williams","614 Michael Streets, Lake Richardside, CA 49620",20,Weekend_High_Spend; ,6,,,3
50300,2023-04-28,2096.22,Travel,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2044,"Chaney, Flores and Williams","614 Michael Streets, Lake Richardside, CA 49620",0,,4,2023-01-22,3337.61,2
50804,2023-01-06,1862.82,Supplies,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2045,Parker Group,"6826 Jennifer Drives, Robinton, AZ 71490",0,,4,,,1
50287,2023-03-21,1856.26,Services,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2046,"Coffey, Ross and Johnson","Unit 5717 Box 9802, DPO AP 26669",0,,1,,,1
50331,2023-06-23,143.23,Services,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2061,Johnson-Reyes,"914 Crystal Fords Suite 683, Dylanhaven, MS 03444",0,,4,,,1
50577,2023-06-14,2271.45,Services,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2064,"Little, Myers and Sullivan","906 Matthew Ramp Suite 752, New Carolhaven, GU 76208",0,,2,,,2
50980,2023-05-05,1669.3,Software,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2066,Ray-Santiago,"65988 Welch Valleys Apt. 486, Joelberg, FL 88843",0,,4,,,1
50328,2023-08-27,1287.66,Travel,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2067,Wilson-Sanders,"97308 Silva Tunnel, Patelland, ND 31594",20,Weekend_High_Spend; ,6,,,1
50624,2023-11-02,3159.93,Travel,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2073,"Wilson, Solis and Russell","1349 Vargas Islands Suite 069, Larryfurt, IA 45177",0,,3,,,3
50885,2023-04-30,760.09,Meals,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2076,Cruz-Vasquez,"27673 Glenn Gardens, Paulstad, CO 89213",20,Weekend_High_Spend; ,6,,,7
50627,2023-08-07,1436.28,Services,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2076,Cruz-Vasquez,"27673 Glenn Gardens, Paulstad, CO 89213",0,,0,2023-04-30,760.09,1
50967,2023-06-25,439.02,Services,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2077,"Castaneda, Velasquez and Guerrero","USS Nichols, FPO AE 03449",0,,6,,,4
50741,2023-09-29,975.53,Meals,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2079,"Gonzalez, Howard and Ramirez","49356 Miller Union, New Larry, AL 63821",10,Benford_9; ,4,,,9
50005,2023-01-23,325.36,Services,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2083,Buchanan-Knight,"5912 Patrick Valleys Suite 204, Coreymouth, PW 13157",0,,0,,,3
50230,2023-05-04,3665.8,Meals,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2091,"Krause, Flynn and Foster","USNS Williamson, FPO AE 45018",0,,3,,,3
50968,2023-05-20,4244.93,Services,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2092,Cox and Sons,"5719 Brown Causeway Suite 900, North Michellestad, NY 17487",20,Weekend_High_Spend; ,5,,,4
50781,2023-12-01,1604.19,Travel,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2095,"Holmes, Harrison and Brooks","18293 Autumn Extension, Garzaton, AZ 05000",0,,4,,,1
50516,2023-06-11,3806.86,Software,1016,Luke Smith,"1412 Jennifer Dale Suite 713, Rodgersville, IL 32699",2096,Cobb Group,"525 Dennis Springs, East Colleenborough, MP 29919",20,Weekend_High_Spend; ,6,,,3
50888,2023-03-30,1520.3,Services,1017,Derek Mack,"1229 Davies Curve Apt. 417, South Richardberg, ND 61336",2000,"King, Jones and Dougherty","42203 Amy Path, West Johnberg, ND 93713",0,,3,,,1
50395,2023-06-11,3131.16,Supplies,1017,Derek Mack,"1229 Davies Curve Apt. 417, South Richardberg, ND 61336",2013,Brown Inc,"2287 Laurie Avenue Suite 359, North Mariafurt, AL 87186",20,Weekend_High_Spend; ,6,,,3
50509,2023-10-07,397.49,Travel,1017,Derek Mack,"1229 Davies Curve Apt. 417, South Richardberg, ND 61336",2020,"Hicks, Russell and Kelly","160 Daniel Motorway Suite 593, Port Mark, PR 45282",0,,5,,,3
50080,2023-04-10,361.51,Software,1017,Derek Mack,"1229 Davies Curve Apt. 417, South Richardberg, ND 61336",2035,Wheeler-Hale,"8737 Page Stream, North Elizabeth, CA 82526",0,,0,,,3
50207,2023-07-11,2337.9,Software,1017,Derek Mack,"1229 Davies Curve Apt. 417, South Richardberg, ND 61336",2038,Campbell-Torres,"306 Lisa Passage Apt. 451, East Molly, VA 76701",0,,1,,,2
50785,2023-08-02,1276.04,Travel,1017,Derek Mack,"1229 Davies Curve Apt. 417, South Richardberg, ND 61336",2042,"King, Hughes and Willis","8989 Campbell Flats, Timothyshire, DC 87804",0,,2,,,1
50129,2023-03-26,4313.39,Meals,1017,Derek Mack,"1229 Davies Curve Apt. 417, South Richardberg, ND 61336",2043,Bowen Group,"167 Rebecca Road, Stevenberg, HI 76987",20,Weekend_High_Spend; ,6,,,4
50734,2023-06-11,2491.6,Meals,1017,Derek Mack,"1229 Davies Curve Apt. 417, South Richardberg, ND 61336",2045,Parker Group,"6826 Jennifer Drives, Robinton, AZ 71490",20,Weekend_High_Spend; ,6,,,2
50671,2023-06-13,995.48,Supplies,1017,Derek Mack,"1229 Davies Curve Apt. 417, South Richardberg, ND 61336",2046,"Coffey, Ross and Johnson","Unit 5717 Box 9802, DPO AP 26669",10,Benford_9; ,1,,,9
50036,2023-02-20,3297.33,Software,1017,Derek Mack,"1229 Davies Curve Apt. 417, South Richardberg, ND 61336",2047,Wilson-Martin,"37623 Nicole Ridge Suite 925, South Christian, MO 66629",0,,0,,,3
50908,2023-09-20,1439.3,Travel,1017,Derek Mack,"1229 Davies Curve Apt. 417, South Richardberg, ND 61336",2063,"Patel, Adams and Hill","415 Matthew Glen Apt. 850, New Tammyton, MI 79051",0,,2,,,1
50339,2023-10-04,3009.94,Services,1017,Derek Mack,"1229 Davies Curve Apt. 417, South Richardberg, ND 61336",2067,Wilson-Sanders,"97308 Silva Tunnel, Patelland, ND 31594",0,,2,,,3
50863,2023-07-26,2686.3,Services,1017,Derek Mack,"1229 Davies Curve Apt. 417, South Richardberg, ND 61336",2069,Ho-Mann,"72000 Garcia Mountains Suite 344, Stonetown, MN 34788",0,,2,,,2
50260,2023-11-06,141.07,Meals,1017,Derek Mack,"1229 Davies Curve Apt. 417, South Richardberg, ND 61336",2075,Bullock-Foster,"07700 Eric Islands Suite 812, Keithland, NH 72796",0,,0,,,1
